gameId,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueTotalGold,blueTotalExperience,blueWins
630,1,5,7,8,0,0,16170,15932,0
631,0,4,4,7,0,0,16215,16111,1
632,0,5,5,9,0,0,17423,17455,0
633,0,5,7,8,0,0,16041,15905,0
634,1,4,4,3,1,1,16225,17407,0
635,0,6,7,8,0,0,16314,18084,0
636,1,5,4,4,1,0,17204,18021,1
637,1,12,1,16,1,1,21378,18885,1
638,1,8,4,10,2,1,18514,17831,1
639,1,3,2,3,1,0,16027,16047,0
640,1,10,6,12,1,1,18651,17937,1
641,0,1,9,1,0,0,15387,17069,0
642,1,2,5,2,0,0,16322,17255,0
643,0,5,2,7,1,1,17307,18306,1
644,1,5,5,3,0,0,16407,17315,0
645,1,7,6,10,0,0,18941,17960,1
646,1,8,6,7,0,0,18700,17899,1
647,1,7,5,6,1,1,17386,17390,0
648,0,6,7,7,1,1,17385,17164,0
649,1,11,7,7,1,0,18710,18184,1
650,0,2,4,1,0,0,15496,18071,0
651,0,3,7,5,0,0,16169,17449,0
652,0,5,5,4,1,1,16265,17162,0
653,1,4,7,4,1,0,17334,18048,0
654,0,1,7,1,0,0,15291,16004,0
655,0,2,7,1,0,0,15347,16085,0
656,1,10,6,11,0,0,18770,17984,1
657,1,8,5,6,0,0,17456,17442,0
658,1,5,6,6,0,0,17156,18200,1
659,0,4,6,5,0,0,17403,18295,0
660,1,8,3,13,0,0,18697,17032,1
661,0,4,2,4,1,1,17221,18231,0
662,1,9,2,6,1,1,17152,18035,0
663,0,3,8,9,1,1,14612,15967,0
664,1,7,2,9,0,0,17495,18037,1
665,1,8,6,10,1,1,18645,18061,0
666,1,7,4,8,1,1,17305,18232,1
667,1,11,10,14,0,0,18624,15901,0
668,0,4,1,5,1,0,17433,17868,1
669,1,8,6,8,1,1,18575,17170,1
670,0,4,4,4,0,0,16081,17430,1
671,0,6,8,10,1,0,17405,17987,1
672,1,6,5,5,0,0,16412,17377,0
673,0,5,6,4,0,0,16405,18225,0
674,0,4,6,3,0,0,16226,17273,0
675,0,5,7,4,0,0,17329,18003,0
676,1,11,7,11,0,0,18613,17961,1
677,0,4,7,3,0,0,16322,17310,0
678,1,6,2,6,1,1,17353,17867,1
679,0,4,6,4,0,0,16151,17267,0
680,0,3,5,2,1,1,16329,18172,0
681,1,7,5,6,0,0,17480,17439,1
682,1,8,4,15,0,0,18855,17926,1
683,1,5,8,3,0,0,16239,17248,1
684,1,13,5,10,1,0,18904,18076,1
685,0,4,5,3,1,1,16257,17018,0
686,0,6,8,4,0,0,16112,15963,0
687,1,7,8,10,0,0,17461,17076,0
688,1,7,9,8,0,0,17068,15998,0
689,1,8,7,7,1,0,18938,18045,1
690,1,8,6,6,0,0,18780,19491,1
691,0,4,5,6,1,1,17206,17930,0
692,0,5,7,4,1,1,17348,17403,1
693,1,6,6,5,0,0,17398,17996,0
694,1,13,6,15,1,0,21208,18486,1
695,1,7,6,4,1,1,16239,17193,0
696,1,7,9,6,0,0,17359,16233,0
697,0,5,2,6,0,0,17316,19056,1
698,0,9,5,8,1,0,18494,18145,1
699,0,1,3,0,1,0,15110,16247,1
700,1,7,6,10,1,1,16221,15900,0
701,0,10,6,13,1,1,18672,17977,1
702,1,6,5,7,1,0,17401,18256,1
703,0,3,9,3,1,1,15331,16221,0
704,0,5,4,4,0,0,17268,18036,1
705,1,7,8,5,1,1,18662,18131,0
706,0,1,3,2,0,0,14851,14134,0
707,1,7,4,6,1,0,17357,18014,0
708,0,2,1,0,0,0,17429,18392,1
709,0,3,10,4,0,0,14482,14347,0
710,0,4,5,2,1,0,15257,17278,1
711,0,6,9,10,1,1,18680,17835,1
712,0,5,6,3,1,1,16237,17283,1
713,1,7,3,6,1,0,17350,17359,0
714,0,10,4,16,0,0,18808,18609,1
715,1,7,7,6,0,0,17427,18065,1
716,1,8,8,7,1,0,18779,18903,0
717,1,4,6,6,0,0,17276,17029,0
718,0,7,10,5,0,0,17172,17990,0
719,1,11,9,12,1,1,18798,17939,1
720,0,6,6,8,0,0,16206,16273,0
721,0,5,6,3,0,0,15785,16349,1
722,0,2,7,2,0,0,16373,17981,1
723,0,6,10,3,1,1,16389,17242,0
724,1,7,8,7,1,1,17511,17148,0
725,1,2,7,3,0,0,15172,14056,0
726,1,7,3,6,0,0,17345,17366,1
727,1,8,6,10,2,1,17238,17036,1
728,1,7,4,4,0,0,17388,17414,1
729,1,3,9,2,0,0,16236,16239,0
730,0,5,6,6,1,1,16272,17205,0
731,1,6,3,10,1,1,18675,17920,1
732,1,7,4,8,1,1,16200,17114,0
733,0,0,1,0,0,0,15215,17051,0
734,1,7,6,8,0,0,17384,19339,1
735,0,5,4,6,1,1,16205,17326,0
736,1,10,3,10,2,1,18844,18635,1
737,1,9,10,7,1,1,18411,17216,1
738,0,5,9,5,0,0,14642,14349,0
739,1,8,9,10,1,1,17392,17343,1
740,0,2,6,1,0,0,15458,17177,0
741,1,9,6,10,1,1,17478,18061,0
742,1,3,6,5,0,0,15278,16219,0
743,1,9,12,6,1,0,18668,18141,1
744,0,3,7,4,1,0,15961,15914,0
745,0,3,4,3,0,0,16244,17076,0
746,0,5,7,5,1,1,16326,17321,0
747,1,6,3,10,0,0,17464,18684,1
748,0,11,10,8,0,0,18625,16442,1
749,1,5,4,3,0,0,17199,17291,0
750,0,5,3,5,1,0,16315,17392,1
751,1,2,2,3,0,0,16304,17379,0
752,1,13,4,8,0,0,21113,19042,1
753,0,3,4,5,0,0,16398,17453,0
754,0,7,7,6,1,0,17453,18170,1
755,1,7,3,5,1,0,17172,18475,1
756,1,8,6,7,0,0,17343,15824,1
757,1,3,4,4,1,1,16156,15825,0
758,0,3,5,2,1,0,16231,17297,1
759,0,11,4,10,0,0,18858,18822,1
760,0,4,7,3,1,0,16247,17144,0
761,1,13,7,7,1,1,21194,18675,1
762,0,4,5,2,1,1,16145,17250,0
763,0,2,1,3,1,1,16228,17509,1
764,0,5,8,3,1,1,16363,17179,0
765,0,3,6,3,1,1,16198,17222,0
766,1,7,3,4,1,1,17372,17997,1
767,1,5,7,5,0,0,17269,18022,0
768,0,10,12,10,0,0,18645,17193,1
769,1,8,7,7,0,0,18885,18011,1
770,0,5,8,7,0,0,16038,16153,0
771,0,4,7,2,1,0,16431,17429,0
772,0,4,6,8,1,1,16274,18015,0
773,1,14,7,15,2,1,21194,19101,1
774,1,3,4,4,0,0,16168,16267,1
775,1,2,8,5,2,1,15375,16141,0
776,0,4,8,7,1,1,16082,17202,0
777,0,5,7,4,0,0,16300,17360,1
778,1,6,4,5,1,0,17231,17977,1
779,0,5,5,4,1,1,17100,18316,1
780,0,5,10,4,0,0,14777,15917,0
781,1,4,5,3,0,0,15234,15932,0
782,0,1,6,0,0,0,15216,16151,0
783,1,6,3,11,1,0,16345,16230,0
784,0,6,7,10,1,1,16411,17169,0
785,1,6,8,6,0,0,17195,16971,0
786,1,7,10,8,0,0,17222,18026,0
787,0,6,3,4,1,1,16294,17117,1
788,0,8,4,11,1,1,18713,18733,1
789,0,3,10,1,0,0,16265,16322,0
790,1,9,5,7,0,0,17483,17507,1
791,0,3,7,1,1,0,14819,14389,1
792,0,6,10,4,0,0,15685,14360,0
793,1,5,4,5,0,0,17133,17993,1
794,1,10,6,15,0,0,18916,18784,1
795,1,3,2,3,0,0,16358,16975,0
796,1,1,5,1,1,1,15202,17385,1
797,0,5,10,2,0,0,14391,14443,0
798,1,2,4,3,0,0,16167,16244,0
799,0,5,10,3,0,0,16136,16337,0
800,0,6,4,7,1,1,17436,17147,1
801,1,5,1,4,2,1,17140,18932,1
802,0,6,6,11,0,0,16406,17268,0
803,0,7,2,8,0,0,18682,18569,0
804,1,7,2,3,1,1,17315,17890,1
805,1,7,6,8,1,1,17494,18833,1
806,1,5,7,7,0,0,16698,16255,1
807,0,5,3,8,1,1,17049,17389,1
808,0,6,4,6,0,0,17413,18340,1
809,0,11,6,8,1,0,18779,18114,1
810,0,7,9,8,1,1,16171,16992,0
811,0,2,10,2,0,0,17127,17329,0
812,1,9,6,8,0,0,18786,18121,1
813,1,7,5,6,1,1,17325,18182,0
814,0,4,4,4,0,0,14932,16186,1
815,1,10,8,9,1,1,18732,17187,0
816,1,6,4,9,0,0,17438,18179,1
817,0,3,5,3,1,1,16209,18148,0
818,1,10,12,11,0,0,18727,18722,1
819,0,6,8,3,0,0,17503,17083,0
820,1,2,5,2,0,0,15528,17252,0
821,1,3,1,4,0,0,16235,17507,0
822,1,11,9,12,1,0,18893,17933,1
823,0,5,6,5,0,0,15915,16093,0
824,0,11,4,13,0,0,18859,17975,1
825,0,1,2,1,1,0,15315,16999,0
826,1,9,8,6,0,0,18636,18294,0
827,0,6,6,5,1,1,17253,17035,0
828,0,4,4,2,1,0,16404,18037,0
829,0,4,4,0,0,0,14843,14283,0
830,1,5,5,5,1,1,16227,17288,1
831,0,2,3,0,0,0,15167,16268,1
832,0,8,6,10,1,1,18429,18104,1
833,1,5,5,6,1,1,17180,17877,0
834,1,7,6,8,1,0,17314,17303,0
835,1,8,9,8,1,1,18863,18044,1
836,0,1,6,1,0,0,15459,16207,0
837,1,10,4,9,1,1,18739,18227,1
838,0,9,3,8,0,0,17400,17373,1
839,1,8,8,6,2,1,17215,18077,1
840,1,11,9,10,1,0,18883,18300,1
841,1,8,2,9,0,0,17451,17449,0
842,1,2,7,3,2,1,15261,16192,0
843,0,4,4,3,0,0,16225,16285,0
844,1,7,5,9,1,1,17312,17351,1
845,0,8,4,7,1,0,17479,17856,1
846,1,3,3,3,1,1,16318,16233,0
847,0,6,4,7,1,1,16224,16287,0
848,0,3,8,2,0,0,15865,16241,0
849,0,4,8,0,0,0,15315,17246,0
850,1,5,8,3,0,0,16247,16219,1
851,1,6,5,8,0,0,16307,16276,0
852,0,10,5,7,0,0,18658,18033,1
853,1,8,6,9,0,0,17453,18211,1
854,1,9,2,9,1,1,18465,18128,1
855,0,11,12,10,0,0,18839,18450,1
856,0,5,1,4,0,0,17315,18324,1
857,1,7,1,7,0,0,17425,18927,1
858,1,8,5,6,1,1,18603,18481,1
859,1,7,4,10,1,1,17361,17917,1
860,0,5,7,8,1,1,17360,18315,0
861,0,3,3,2,0,0,16163,16300,0
862,1,7,6,11,0,0,17469,17360,0
863,0,6,6,2,0,0,17262,17827,0
864,1,11,5,16,2,1,18886,17107,1
865,0,5,6,3,0,0,16392,17342,0
866,0,5,6,8,2,1,16112,17862,1
867,1,4,1,2,1,1,16322,18694,1
868,1,7,5,9,1,1,17328,18490,0
869,1,13,4,13,2,1,21029,19185,1
870,0,5,3,7,0,0,16031,15968,1
871,0,3,7,3,0,0,16238,15986,0
872,0,5,10,8,1,0,16113,15882,0
873,1,5,8,4,0,0,17408,17347,0
874,0,11,7,10,0,0,18791,17411,0
875,0,4,2,2,2,1,16128,17886,0
876,1,13,7,14,2,1,18816,17321,1
877,0,7,9,9,0,0,17211,18029,0
878,1,10,6,11,1,1,18912,17025,1
879,0,3,4,3,0,0,15277,16022,0
880,1,7,4,7,2,1,18499,17849,1
881,1,7,6,9,0,0,18772,18010,1
882,1,9,2,8,1,1,18858,18549,1
883,0,4,2,4,0,0,16307,17969,1
884,0,3,7,3,0,0,16322,18120,0
885,1,5,2,5,2,1,17240,17126,1
886,0,2,6,1,0,0,15516,16987,0
887,1,5,2,4,0,0,16153,15966,0
888,0,5,4,6,1,1,17001,19220,1
889,0,6,6,4,0,0,17161,17419,1
890,1,8,9,11,1,1,17337,17849,0
891,1,9,12,11,1,1,20889,15990,1
892,1,8,9,7,0,0,16319,15980,0
893,0,5,7,4,1,0,16251,17366,0
894,0,1,3,1,0,0,14873,15978,0
895,0,3,7,2,0,0,15075,15921,0
896,0,4,3,4,1,0,16401,17443,0
897,0,8,7,10,0,0,16157,17177,0
898,1,4,5,3,1,1,17269,17445,0
899,1,5,1,3,2,1,17088,18103,1
900,0,10,8,14,1,0,18573,15878,0
901,0,5,5,4,0,0,17277,17517,1
902,0,10,8,16,2,1,21173,18202,1
903,0,5,8,3,0,0,16331,17102,0
904,0,5,5,7,0,0,17268,18020,0
905,1,8,1,9,0,0,17491,19186,0
906,1,7,9,8,0,0,17137,16219,0
907,1,6,5,7,1,1,17249,18249,1
908,1,9,9,8,1,1,16233,16974,0
909,0,3,7,3,0,0,15502,17152,0
910,0,0,1,0,0,0,15437,17214,0
911,1,11,3,9,1,1,18644,18217,1
912,0,6,5,10,1,1,17375,18043,1
913,0,2,4,2,1,0,15240,15930,0
914,1,7,3,7,1,1,17128,15934,0
915,0,5,3,6,1,0,17409,18654,0
916,0,6,9,8,0,0,16205,15940,0
917,0,8,10,1,1,0,18610,17960,0
918,0,4,3,4,1,0,17256,18109,1
919,0,6,10,10,2,1,17163,17876,1
920,1,8,10,7,1,1,18703,17977,1
921,0,3,9,2,0,0,16287,16999,0
922,1,12,8,9,0,0,18500,18521,0
923,1,3,1,3,1,1,16357,18074,1
924,1,8,4,9,0,0,17377,17796,0
925,0,6,6,7,0,0,17277,17904,1
926,0,2,6,1,1,0,16271,17364,0
927,1,5,4,5,0,0,17179,18092,1
928,1,9,8,10,0,0,17325,17265,1
929,1,5,7,6,0,0,16243,17339,0
930,1,8,9,8,0,0,17525,17066,1
931,1,6,4,6,1,0,17355,18258,1
932,0,11,7,11,1,0,18828,18036,1
933,1,6,2,6,0,0,17480,18679,1
934,0,8,1,5,1,1,18944,18577,1
935,0,2,4,1,0,0,15599,17037,0
936,1,4,7,6,0,0,16191,17048,0
937,1,5,1,7,0,0,17155,18211,1
938,0,2,10,1,1,0,14892,16015,0
939,1,9,5,2,0,0,17406,17169,1
940,1,6,9,5,1,1,17458,17435,1
941,1,7,6,8,1,1,18805,17959,1
942,0,5,6,6,0,0,17244,17305,0
943,1,10,4,13,1,1,21241,18901,1
944,1,2,6,2,0,0,15293,17308,0
945,0,7,6,7,2,1,17098,18108,0
946,0,9,4,8,0,0,17462,17075,0
947,1,8,6,10,0,0,17417,18089,0
948,1,14,3,15,1,1,21212,19051,1
949,1,4,7,7,1,0,16210,16356,1
950,1,5,7,4,1,1,16029,16401,1
951,0,6,3,6,0,0,17411,17120,1
952,1,7,3,5,1,0,17179,18165,1
953,1,3,9,5,0,0,16109,16046,0
954,0,3,8,1,0,0,14637,14370,0
955,1,7,1,3,0,0,17442,18000,1
956,1,11,9,11,1,1,18716,17984,1
957,1,7,6,4,1,0,16348,17061,0
958,0,2,6,3,1,0,15571,17144,0
959,1,7,5,5,0,0,17090,18205,1
960,0,3,7,3,0,0,15445,16283,0
961,1,14,3,14,2,1,21167,18830,1
962,1,1,7,1,0,0,14608,14385,1
963,1,7,5,11,1,1,18736,17884,1
964,0,3,8,3,0,0,15227,15930,0
965,1,7,9,4,1,1,17252,18129,1
966,0,6,7,7,0,0,17471,18470,1
967,0,9,5,6,1,1,18560,18010,1
968,1,2,9,3,0,0,15124,15863,0
969,1,8,2,7,0,0,18703,18558,1
970,1,8,9,6,0,0,18877,17037,0
971,0,3,4,5,1,0,16284,17314,1
972,0,4,5,4,0,0,16280,18012,0
973,1,4,4,4,0,0,16116,17938,1
974,1,8,7,10,1,0,18739,17970,1
975,0,4,10,5,1,0,16170,18098,0
976,0,6,7,4,0,0,17206,18032,0
977,0,2,6,2,0,0,15179,16028,0
978,1,6,7,9,0,0,16237,16116,1
979,0,5,8,3,0,0,15239,14214,0
980,1,7,5,6,0,0,18689,17977,0
981,0,3,6,2,2,1,16201,17345,0
982,0,4,1,5,0,0,16267,19424,0
983,0,6,3,5,0,0,16260,17100,1
984,1,9,4,11,1,1,18645,17095,1
985,1,11,3,12,0,0,18846,18812,1
986,0,6,3,6,0,0,16315,17413,0
987,1,3,7,3,1,0,15211,16161,1
988,0,1,8,2,0,0,15077,16078,0
989,1,9,8,9,1,1,17239,17126,0
990,1,12,3,14,1,1,21242,18928,1
991,1,4,2,4,1,1,16319,18075,1
992,0,5,7,4,0,0,16303,18132,0
993,0,5,7,6,0,0,16412,17095,0
994,1,5,4,6,1,0,16292,17052,0
995,1,9,3,11,1,1,21138,18977,1
996,0,4,9,4,0,0,16272,17338,1
997,0,9,8,8,1,1,18460,18264,1
998,0,5,10,6,1,1,16305,17852,0
999,1,4,9,4,1,1,15989,17943,0
1000,1,5,7,3,2,1,16271,18048,1
1001,0,6,7,8,0,0,17494,17419,0
1002,0,5,6,6,0,0,16226,17292,0
1003,0,6,4,11,0,0,17207,17394,0
1004,0,2,9,3,0,0,14760,14342,0
1005,1,6,9,9,0,0,17401,16980,0
1006,0,5,1,6,0,0,17188,18185,0
1007,0,6,8,8,0,0,16124,15953,1
1008,1,8,4,9,0,0,18634,17850,1
1009,0,3,3,3,0,0,16290,17170,1
1010,1,5,2,4,0,0,15062,16247,0
1011,1,7,5,8,0,0,17222,17398,0
1012,1,7,7,6,1,1,17337,17057,0
1013,0,8,3,9,1,1,21223,18669,1
1014,1,7,7,9,1,0,17449,18342,1
1015,1,6,7,10,1,0,17211,17357,0
1016,1,11,6,1,1,1,18780,18602,1
1017,1,7,6,10,1,1,17255,17049,0
1018,0,2,12,3,0,0,14730,14384,0
1019,1,9,4,9,1,1,17264,17494,1
1020,1,5,2,6,1,1,17393,18930,1
1021,0,8,7,9,1,0,18585,17442,1
1022,1,7,7,6,2,1,16975,17855,1
1023,1,8,6,4,1,0,18831,18829,1
1024,0,8,3,10,0,0,18608,18138,1
1025,1,3,4,2,1,1,15242,16173,1
1026,0,6,6,4,1,1,17174,18082,0
1027,0,7,5,6,1,1,17136,15968,0
1028,1,8,10,10,2,1,17376,18677,1
1029,0,3,2,2,0,0,16302,18023,0
1030,0,5,8,7,0,0,16179,17998,0
1031,0,2,2,3,0,0,15100,15909,0
1032,0,8,7,9,0,0,17498,17120,1
1033,0,6,8,5,0,0,15908,15970,1
1034,0,6,6,4,0,0,16375,18053,0
1035,1,10,4,10,1,1,18846,17117,1
1036,1,7,4,6,1,0,17349,18057,0
1037,0,5,7,3,1,1,16039,16042,0
1038,0,8,6,10,0,0,16347,17096,0
1039,0,10,3,11,1,1,18465,18414,1
1040,1,3,8,2,1,1,15359,16243,0
1041,1,11,5,13,1,1,18860,17970,1
1042,0,6,10,6,1,0,17133,16999,1
1043,0,8,6,11,0,0,17523,17059,1
1044,0,11,5,14,1,1,21205,18190,1
1045,0,2,8,1,0,0,15449,15857,0
1046,0,4,4,2,1,1,16310,17307,0
1047,1,7,9,7,1,1,18661,18103,0
1048,1,6,5,4,1,1,17132,16133,0
1049,0,6,5,4,0,0,17271,18161,1
1050,0,6,7,6,1,1,16264,17101,0
1051,0,3,7,2,1,1,16204,16296,0
1052,0,2,5,0,0,0,15170,15938,0
1053,1,9,4,13,0,0,18506,18029,1
1054,1,8,2,9,0,0,17508,18695,1
1055,1,8,7,11,1,0,17305,17297,0
1056,1,10,4,13,1,0,18894,17928,1
1057,1,11,4,10,1,1,18680,18916,1
1058,1,11,3,10,2,1,18706,18802,1
1059,0,5,10,8,0,0,14843,14393,0
1060,1,13,8,14,1,0,21291,17991,1
1061,0,4,5,2,0,0,16176,17356,1
1062,0,2,7,1,0,0,15530,17352,0
1063,1,1,2,2,1,1,15865,17373,1
1064,1,8,4,7,1,1,18732,17825,1
1065,0,5,5,7,1,1,16856,17863,0
1066,0,10,13,13,1,1,18901,18511,0
1067,1,6,7,5,1,1,16189,17279,1
1068,0,2,5,0,1,0,16211,17397,0
1069,0,8,10,10,1,1,17429,17092,0
1070,1,4,3,3,0,0,16097,17201,1
1071,1,8,8,8,1,1,17247,17349,0
1072,0,6,10,8,1,1,16283,17192,0
1073,0,7,8,5,2,1,18663,18503,1
1074,1,2,2,3,0,0,16066,15975,0
1075,1,12,8,10,0,0,18568,16273,0
1076,0,6,7,11,1,1,18417,15854,1
1077,1,4,8,4,0,0,16157,15857,0
1078,1,4,2,5,0,0,16181,17249,0
1079,1,7,3,11,1,1,18954,18363,1
1080,0,6,6,9,0,0,17383,17338,1
1081,0,1,4,1,1,0,15154,16021,0
1082,0,6,9,4,0,0,16322,15919,0
1083,0,8,3,9,2,1,18676,18828,1
1084,1,7,9,9,1,0,17300,16191,0
1085,0,6,4,5,1,1,17530,17991,1
1086,0,5,3,4,0,0,15983,16287,0
1087,0,4,3,3,1,0,16268,18134,0
1088,1,8,1,7,1,1,18509,17872,1
1089,0,10,9,16,1,0,21416,18234,1
1090,1,4,4,2,0,0,16178,16210,0
1091,1,9,10,9,0,0,18656,16229,0
1092,1,9,6,15,2,1,21229,19197,1
1093,0,7,1,11,2,1,17443,18668,1
1094,0,6,7,8,1,1,16283,17027,0
1095,1,13,10,16,0,0,18931,18055,0
1096,0,6,7,7,1,1,17329,18193,1
1097,0,10,8,13,1,0,18724,17392,1
1098,0,5,9,4,0,0,16361,17098,0
1099,1,3,7,3,1,1,16291,17052,1
1100,0,11,8,10,1,1,18831,17051,0
1101,0,6,6,4,0,0,17268,17454,0
1102,1,7,6,4,1,1,16056,16202,0
1103,0,6,8,4,0,0,16318,16245,0
1104,1,5,4,4,1,1,16171,17230,1
1105,0,2,4,1,0,0,16239,17411,0
1106,0,5,5,6,0,0,17275,17951,0
1107,0,4,4,4,1,1,16136,16188,1
1108,1,6,7,5,1,1,17200,18399,0
1109,0,8,6,4,0,0,16405,17432,0
1110,1,5,7,5,0,0,16056,16229,0
1111,1,3,9,4,0,0,17493,18135,0
1112,1,8,8,11,1,1,17405,16986,0
1113,0,6,9,6,0,0,16388,17379,0
1114,1,2,2,3,0,0,16096,18022,0
1115,1,7,4,8,0,0,17373,17301,0
1116,1,5,3,2,1,0,16130,16245,0
1117,0,6,9,4,0,0,17579,17376,1
1118,0,6,6,9,1,1,17399,16080,0
1119,0,6,6,6,1,1,17497,17188,0
1120,0,6,1,3,0,0,17264,18048,1
1121,1,7,7,2,1,1,17508,17889,1
1122,0,8,12,8,1,0,18658,16310,1
1123,0,4,9,11,1,1,16263,16214,0
1124,1,8,3,10,0,0,18700,18062,1
1125,0,5,6,3,0,0,16321,17338,0
1126,1,6,7,9,0,0,17277,18031,0
1127,1,11,5,10,1,0,18809,18293,1
1128,1,5,7,4,0,0,17144,16218,0
1129,1,11,3,8,1,1,18639,18489,1
1130,1,12,5,4,1,1,18684,18764,1
1131,0,7,8,7,1,1,16194,16983,1
1132,1,4,4,8,2,1,17215,18165,1
1133,0,5,6,4,0,0,15743,16146,0
1134,0,5,7,9,0,0,15553,16181,1
1135,0,4,4,4,0,0,16311,18133,0
1136,0,6,10,9,0,0,17253,18143,0
1137,1,11,5,13,1,0,18682,17901,1
1138,1,7,8,7,0,0,17178,16377,1
1139,1,7,8,6,0,0,16417,17293,1
1140,0,4,9,5,0,0,15989,16273,1
1141,0,6,7,10,0,0,17334,17434,1
1142,1,10,12,13,1,1,18644,18483,1
1143,0,5,7,4,0,0,17188,18117,1
1144,0,2,4,2,0,0,15410,16242,0
1145,0,4,6,6,0,0,16310,17583,1
1146,0,3,4,1,0,0,15415,17205,0
1147,1,9,6,8,1,1,17391,17338,1
1148,1,8,4,10,0,0,17351,18331,1
1149,0,2,4,5,0,0,14191,14337,0
1150,1,8,8,6,0,0,17382,17277,0
1151,1,1,2,1,1,1,15030,17256,0
1152,1,2,2,0,2,1,16035,17379,1
1153,1,7,4,6,1,0,18662,18026,0
1154,1,8,2,9,1,1,18722,18614,1
1155,0,6,4,9,1,1,17218,18322,0
1156,1,11,9,9,0,0,18802,17304,0
1157,0,4,4,3,0,0,16241,17140,0
1158,1,5,6,5,1,1,15954,17863,1
1159,1,4,3,2,0,0,16378,17312,0
1160,1,7,1,5,0,0,17144,17868,1
1161,0,8,10,10,0,0,18746,18221,0
1162,1,5,5,4,0,0,17165,18100,0
1163,0,0,5,0,0,0,14675,14249,0
1164,0,3,7,3,0,0,15334,16292,0
1165,0,5,5,7,1,1,16302,17221,0
1166,0,8,8,6,0,0,17460,17962,1
1167,0,7,10,5,1,0,17255,18075,1
1168,1,4,5,5,0,0,16252,17549,0
1169,0,5,7,3,1,1,16163,17327,0
1170,1,7,4,9,1,1,17402,17304,0
1171,1,3,4,1,0,0,15200,16273,0
1172,1,11,6,10,1,1,18858,17043,1
1173,0,1,1,2,1,1,16271,18611,0
1174,1,6,6,7,0,0,18508,16081,1
1175,1,7,5,9,0,0,17412,17394,1
1176,0,3,5,2,1,1,16382,17266,0
1177,1,8,4,10,0,0,18630,18103,1
1178,1,8,3,10,1,1,18618,18084,1
1179,0,8,3,8,1,0,18844,18047,1
1180,1,8,8,6,1,0,18664,18713,1
1181,0,6,7,7,0,0,16339,16318,0
1182,1,8,4,7,0,0,17359,18077,1
1183,0,4,6,5,0,0,16280,17273,0
1184,0,6,7,9,0,0,16415,16988,0
1185,1,11,7,12,1,1,18772,18240,1
1186,1,10,5,10,1,0,18555,17255,0
1187,0,7,9,9,0,0,18720,18244,0
1188,0,6,4,8,0,0,17359,18015,1
1189,1,9,7,11,1,1,17397,15944,1
1190,1,7,7,10,0,0,17333,17302,0
1191,0,5,8,3,1,1,17419,17230,1
1192,0,3,4,5,1,1,16226,17385,0
1193,1,9,8,7,0,0,18610,18005,0
1194,0,2,7,0,0,0,15589,17370,0
1195,1,8,3,4,1,1,18788,17879,1
1196,1,12,9,14,1,1,18856,17119,1
1197,1,6,2,4,1,1,16149,18247,1
1198,0,5,1,5,2,1,17347,18116,0
1199,1,11,7,14,0,0,21289,18252,1
1200,1,4,7,3,0,0,17382,17396,0
1201,1,11,3,9,1,1,18792,18971,1
1202,1,4,4,3,0,0,16352,17259,0
1203,1,9,9,6,2,1,18323,18277,0
1204,1,6,9,9,0,0,18836,18268,0
1205,0,1,10,1,0,0,15252,15956,0
1206,0,5,8,5,1,1,15875,14327,1
1207,1,8,6,9,1,1,17333,17466,1
1208,1,13,9,16,0,0,21375,18021,1
1209,0,5,6,6,0,0,16373,17246,0
1210,0,6,6,7,1,0,17425,17439,1
1211,0,5,12,5,1,1,15526,14360,0
1212,0,1,4,3,0,0,14989,14255,0
1213,0,5,10,5,0,0,16403,16338,0
1214,1,7,6,13,0,0,18766,17983,1
1215,0,8,6,8,0,0,18661,18201,0
1216,1,7,10,5,0,0,17364,15845,0
1217,0,8,7,8,0,0,17396,17243,0
1218,1,9,6,9,0,0,17432,17419,1
1219,1,5,5,4,0,0,17123,17445,0
1220,1,5,4,4,1,1,15929,18133,1
1221,0,4,8,1,0,0,16198,17387,0
1222,1,14,8,11,1,0,21281,18230,1
1223,1,8,4,9,1,1,18940,18796,1
1224,0,5,8,5,0,0,16301,17411,1
1225,1,6,7,5,0,0,17231,17061,1
1226,0,5,7,5,0,0,17325,18290,1
1227,0,6,5,2,0,0,16399,17274,0
1228,0,9,7,15,1,0,21175,19115,1
1229,1,10,6,10,1,1,18727,18358,1
1230,0,7,5,10,0,0,18776,18067,1
1231,0,4,2,3,1,1,16400,17962,1
1232,1,8,4,7,2,1,17313,17913,1
1233,1,3,5,3,2,1,15883,15832,1
1234,1,7,10,9,0,0,16006,17303,1
1235,0,7,7,8,0,0,18761,18017,1
1236,1,8,6,8,1,1,17422,18093,1
1237,1,6,5,7,1,1,17374,18287,1
1238,1,8,5,13,0,0,17513,17358,1
1239,1,9,4,6,1,1,17492,17095,1
1240,1,7,8,7,0,0,17381,15915,1
1241,0,5,7,5,1,1,16230,17255,0
1242,1,12,4,13,2,1,21055,18213,1
1243,0,7,7,8,0,0,16305,16030,0
1244,1,8,6,11,1,1,17472,17925,0
1245,1,6,3,4,0,0,17351,18136,0
1246,1,2,4,8,0,0,21312,17952,1
1247,1,7,9,8,1,1,17416,17106,0
1248,0,6,10,10,0,0,17234,15941,0
1249,1,10,6,9,0,0,18715,18846,1
1250,1,7,4,7,1,1,17468,17078,1
